@relation userReviews

@attribute user.yelping_since string
@attribute user.compliments.plain numeric
@attribute user.compliments.more numeric
@attribute user.elite numeric
@attribute user.compliments.cute numeric
@attribute user.compliments.writer numeric
@attribute user.fans numeric
@attribute user.compliments.note numeric
@attribute user.compliments.hot numeric
@attribute user.compliments.cool numeric
@attribute user.compliments.profile numeric
@attribute user.average_stars numeric
@attribute user.review_count numeric
@attribute user.friends numeric
@attribute user.votes.cool numeric
@attribute user.compliments.list numeric
@attribute user.votes.funny numeric
@attribute user.compliments.photos numeric
@attribute user.compliments.funny numeric
@attribute user.votes.useful numeric
@attribute review.business_id string
@attribute review.date string
@attribute review.review_id string
@attribute review.stars numeric
@attribute review.user_id string
@attribute review.votes.cool numeric
@attribute review.votes.funny numeric
@attribute review.votes.useful numeric

@data
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,JtSgAvhABBBxhXKujHHxBA,2010-11-20,igiHQ2Qk4zrHceB6ypRjpQ,4,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-03-01,18,5,3,?,15,12,4,10,22,1,5,523,34,217,1,184,5,5,378,kj2jl-pQET8E9A1YVezyHg,2012-09-23,3gdLVdEpTA2Ae_oUoOJjnQ,5,nJ_6gzvBj0mF943eWZ0cSw,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,m79L5WLftprDSKdXEtdrIg,2012-09-16,kdnUOtcVPk4u__wdpaa-zA,2,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,DR4xcr3eJ0vfYRomvx036w,2008-09-16,q7q5NqwLEwWiafeaQ2GN5g,4,ZYaumz29bl9qHpu-KVtMGA,2,0,2
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,DR4xcr3eJ0vfYRomvx036w,2010-04-29,Karhdn3TuTkgNY_xoyN7DA,4,p4ySEi8PEli0auZGBsy6gA,0,0,0
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,DR4xcr3eJ0vfYRomvx036w,2010-05-24,xsKWrfYzJtplSQuY3PEk8w,5,OtpHvQFGbZ4sONaQAXankg,0,0,0
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,VB-tzuBR6BxMzOkY_cOpwQ,2009-04-28,LgVvYjfb_LB8DUIuOj3Pvw,3,p4ySEi8PEli0auZGBsy6gA,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,G7Izuj1bwMFSJMQwM8YP6A,2014-04-30,YvGw1hcu_wsf0FLK7rcbYA,4,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,Gu87BaXltz6qMyaNUdTHEw,2008-11-18,U6l3BOOZgsFNszvHNzVOUQ,2,ZYaumz29bl9qHpu-KVtMGA,3,4,4
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,Gu87BaXltz6qMyaNUdTHEw,2009-09-03,yXmwOsOd8I2IHiOb5Ub28Q,1,ZYaumz29bl9qHpu-KVtMGA,2,5,4
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,TI0aHZioxrosjIqLCB4Lqw,2008-08-19,5fppTvwtQVKJZF8l5QJvMw,3,ZYaumz29bl9qHpu-KVtMGA,5,3,4
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,vZkR7xkqtzcK7klbD--Rug,2010-10-23,Mpmo94IJ2QLKpEDPuAYh5Q,1,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,vOCmoA6cvhlA5bcATzUR0g,2011-04-01,2bvUpY-3pW-a1nsa9tU8VA,1,EEYwj6_t1OT5WQGypqEPNg,0,2,3
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,FcmegKpfN3-URlKGgbSyKg,2013-10-02,I1gEK6PeuH1v7VvmR5z1Bg,4,RvweNJFVkR3ttkWsIBy7nQ,1,0,0
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,SCkHO3E2ulcal8YhxucgyQ,2010-09-01,Az9lY4ZsuaUMvGXPCuRgsQ,5,OtpHvQFGbZ4sONaQAXankg,0,1,1
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,hSl4HdPdu6ohwFKJPfj93A,2014-07-01,qdUXE85-a10aJWjLXTPAIg,4,RvweNJFVkR3ttkWsIBy7nQ,1,0,1
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,_z9UrC5hCTBK1JIgQD0YDw,2008-10-15,TpHjOBC0suU_TheOzni08Q,2,ZYaumz29bl9qHpu-KVtMGA,1,3,3
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,_z9UrC5hCTBK1JIgQD0YDw,2010-10-23,gaGJrWoo3-1gyq7zf8ljwQ,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-07-01,?,?,?,?,?,0,?,?,1,?,3.17,29,1,7,?,27,?,?,62,R-uBWKTDv8FS3Scskr6UCA,2012-01-09,vueLENR6WX3OfukohGh85w,1,MPKMK36Xp0GuaWaXlUwZ8Q,0,1,4
2010-07-01,?,?,?,?,?,0,?,?,1,?,3.17,29,1,7,?,27,?,?,62,aP9wnNPiOIWCyk27ZTeRqQ,2011-04-13,oqq9HacdX4eT7j7noOriDg,2,MPKMK36Xp0GuaWaXlUwZ8Q,0,1,2
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,aP9wnNPiOIWCyk27ZTeRqQ,2011-08-04,F5chWnzcV5OF2XKZYvwMzg,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,aP9wnNPiOIWCyk27ZTeRqQ,2013-06-05,J_TSBNo9w3dQnCP9pEcCkw,4,EEYwj6_t1OT5WQGypqEPNg,0,0,0
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,MAQuGx-ontt6sFidiyivRQ,2009-05-16,KyepxM8bNZceFnFfFmt3gg,4,p4ySEi8PEli0auZGBsy6gA,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,MAQuGx-ontt6sFidiyivRQ,2010-11-30,pyaPDiOq0it-ttsj0ZAtow,4,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,MAQuGx-ontt6sFidiyivRQ,2013-08-05,MdBgI3Rqy740u8thZ2EHBw,3,OtpHvQFGbZ4sONaQAXankg,0,0,1
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,fBBMlJIud_LXrTV-zfkM0g,2008-09-23,eGTXki2avsvBdE30DYUBdw,4,ZYaumz29bl9qHpu-KVtMGA,2,3,5
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,ZyaqYNhN6K6DIt21MesYoQ,2008-02-12,BlY1XXcFKSbCxIuM3boa4A,5,OtpHvQFGbZ4sONaQAXankg,0,0,0
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,bXwFv2IslBSzkMPFkS_aLw,2009-08-04,LdC_kHW-gv39l1FdWOMf-Q,5,p4ySEi8PEli0auZGBsy6gA,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,3_dKevejfGY3eRj2xprRIQ,2010-10-19,LugKvgBtnq5NV98cacM0jQ,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,J3A5V0Hl07o_KQSI2hHf_g,2010-04-01,_4n8YYD6K7Vr3hV0Almvqw,5,EEYwj6_t1OT5WQGypqEPNg,0,0,1
2010-07-01,?,?,?,?,?,0,?,?,1,?,3.17,29,1,7,?,27,?,?,62,RC_6Br1TzdgWWDDIZMAI1A,2010-10-18,XPKaToHOfP9JAxrlRN0p8A,4,MPKMK36Xp0GuaWaXlUwZ8Q,0,0,1
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,yTo0of6qzLmyaOZ3Uiha8w,2008-08-19,v9f8hXgoL1gXiToM5pNObw,5,ZYaumz29bl9qHpu-KVtMGA,2,2,3
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,HxHXs5cTOWtHGNA9l6ojFA,2010-10-23,YmpnrpuPDq1HSdODbqwtcQ,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,HxHXs5cTOWtHGNA9l6ojFA,2011-11-23,F2W-nJuRXU0CFy3QDMDnjg,4,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,TqR8kAPQ-2Np8RAaL_aspA,2008-10-16,RedFjV99RRP9I-DRmqIJng,5,ZYaumz29bl9qHpu-KVtMGA,4,2,2
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,TqR8kAPQ-2Np8RAaL_aspA,2009-02-23,-CYti9AJxHcUP7e3BCv5Ww,5,ZYaumz29bl9qHpu-KVtMGA,1,2,2
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,YXfDJLWtchsCccaHMMkyYw,2012-02-27,92KV04Qgdmf_QRoSFbajPw,2,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,bZX-b9fInWIk8j3Y50uBWQ,2008-02-12,JL2jM0QshBfCu_WJJhXeQw,4,OtpHvQFGbZ4sONaQAXankg,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,2DtS8_IjBx3cb9sgJ2sxjQ,2011-01-09,0EpoHygpXCXFZ0dASYT2hg,4,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,naUQ_ZHKq2ONBwW5EhJXJQ,2012-02-15,ByS2t82eKw1qFAkGTV-9nA,2,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,naUQ_ZHKq2ONBwW5EhJXJQ,2013-07-26,VvaU2C8QCLUS7Qa44Olk_g,3,OtpHvQFGbZ4sONaQAXankg,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,XsDFvUcFxnOEOw9zKvO-iA,2008-06-09,olkZULcCO0uHQYUTE_qUkw,4,ZYaumz29bl9qHpu-KVtMGA,2,1,2
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,XsDFvUcFxnOEOw9zKvO-iA,2012-03-19,RbyVaS87nT0ep2DjBgGIIg,4,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,RHbBdErWlUxwpFahZmAJlA,2008-10-07,4g3LB8V1oeElsqVKieZFhw,2,ZYaumz29bl9qHpu-KVtMGA,3,7,6
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,RHbBdErWlUxwpFahZmAJlA,2010-11-30,NzdXOJ4GfnuFpuf8Hz9ffQ,4,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,t7KDRUUGG1sa1nEkCp_kUw,2013-08-25,nlYIezNBpWakgEMJQ96WXA,5,OtpHvQFGbZ4sONaQAXankg,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,jV6izhh1v9Wx4l3JMnZ0pQ,2012-08-24,m-uyJpo7I3FF1fuFXOjMeA,4,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,tHa5ikquLfumQJtgJ6gCNA,2010-10-26,KjNKLHEkaTJ1BC-nx4-vFA,5,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,tHa5ikquLfumQJtgJ6gCNA,2011-06-20,bCnD1ZcA8fYpPyjJRAJDww,4,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,Ihd6mI4cfXzIwcMSXZnhnA,2010-12-29,Z4-66w9woUrXBaNjCYoPyg,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,yR_oVVP2cOeDpu5WrlpquA,2012-03-07,izrab0nHXiqdqyN9HFe9eA,2,-hwN2juKYn-KTxa2WBYLnw,0,1,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,ZusZ0l8gBpLvvYcTkuvRgw,2011-04-09,Ftc4hm2KCduSS0Czna9c4A,2,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,Nhv1SqQ9EDufBtwovJi2BA,2011-03-20,hDrANSwHm2nQCptMLMIChA,5,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,GiSp4eUXWQQjx-XDs-A0Wg,2011-02-05,GlqYmRge4kj6vWADffnpfA,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,BywnwBmTMHrChhyJZtmI_A,2011-01-29,AYOocNXTYXCPxPov6LnWug,4,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,BywnwBmTMHrChhyJZtmI_A,2012-01-02,x5HDRz6IjFm7ANjsIZmTWQ,4,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-02-01,13,?,2,?,12,3,4,11,8,?,4.33,77,29,93,?,33,?,?,143,AuYLVZXmL0kw15E2MCDM3Q,2013-02-11,sD3pvurWRRZzFvpXw3ueBw,4,EEYwj6_t1OT5WQGypqEPNg,3,1,3
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,0zaZp4Kqar6P4iG0ZfuftQ,2012-08-24,HdWLIARrgIE2RY7ugV8XCg,5,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,3ZQmCHGtK6JNHlxaCeOx7g,2010-12-15,EjKgvTWFWLLNL_d7ekQ_uw,5,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,3ZQmCHGtK6JNHlxaCeOx7g,2014-03-04,Z2xQUUJ7m84tk4yHEFkvug,2,RvweNJFVkR3ttkWsIBy7nQ,0,0,2
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,_doh-sAAPhUy7SvOkK5_lA,2010-10-29,UpZwC6QUc_tf25bcT7x5ug,3,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,uAVXeASB8STR0QLaJgEuGw,2011-03-26,vNopUDjU1TyE5IJSvIEZbQ,4,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,uAVXeASB8STR0QLaJgEuGw,2011-12-10,uN0CxP5UQ4BQnwWZbAogLQ,2,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,uAVXeASB8STR0QLaJgEuGw,2011-12-11,MrJ8D4rVKsDmBiQpT8QjKw,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,IoWXpj8WFNNu47rKpPb-Og,2009-08-20,zwlN67ymTuFcElLsWQEWlQ,3,ZYaumz29bl9qHpu-KVtMGA,2,1,6
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,IoWXpj8WFNNu47rKpPb-Og,2010-11-30,PbRJ3-2UjWNqW33tSA8Qnw,3,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,iugcIj89MZVdhih8kMt8qw,2011-10-24,hJPY2kPzRgZef_FcHw08xw,4,-hwN2juKYn-KTxa2WBYLnw,1,0,1
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,1s5nBRc-6BqFT_1-ZaVVug,2009-08-28,oEjf-pCvmq0wNYJYPHRuzA,1,ZYaumz29bl9qHpu-KVtMGA,2,3,2
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,dvVGSwtFcW0sl-m-pEeVlg,2010-04-29,DrPp4MzRNVy37Noot0QVQA,3,p4ySEi8PEli0auZGBsy6gA,1,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,ABbK1bVL9hMDNy6iG5rXiQ,2011-01-19,SZ8Usy-369JdKbUT8ahQnQ,5,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,2WxwgDMKm8XW6grbuMsDwg,2011-01-15,SsoaW65oyVxXAC7ydCflxg,2,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,2WxwgDMKm8XW6grbuMsDwg,2011-10-12,FdBXLlqR7UNuoJZmMXgLsA,1,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,WERUCpgQ6bwyMI27uUTHjA,2013-09-21,ZC9HhaBttY3poI6dhN3nvA,3,OtpHvQFGbZ4sONaQAXankg,1,1,1
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,WERUCpgQ6bwyMI27uUTHjA,2014-06-19,AZ8fbY20GG-uNOmfUV0HSw,3,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,WsgcDmTPfRNGos90P_t4Kg,2010-12-02,aMmwdTWv3hvOIHXTUmNOSw,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,WsgcDmTPfRNGos90P_t4Kg,2011-06-24,MacB11pHmW5pfnXjKVI6HQ,2,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,WsgcDmTPfRNGos90P_t4Kg,2013-03-23,h-cp6wTrW050oE7SvbKe4Q,2,-hwN2juKYn-KTxa2WBYLnw,0,0,3
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,RXi32yMcePy-i1HtyeY6yg,2011-01-27,-NVWX-UKwAoZxwOnwT70Kw,1,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,33C2tEB2IUiKFJ_owVZqoQ,2011-04-16,Qozftfz4oOx5YPXP68wjhg,4,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-02-01,8,1,2,?,11,2,6,5,4,?,3.48,115,11,69,?,52,1,2,179,PqbghB7yoOaxRgHXxTWfAg,2013-08-10,_4Kf122FmsJwwcY5rTl_Mg,5,OtpHvQFGbZ4sONaQAXankg,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,oJzdH5jOeHJrq4ukVUQ0uQ,2011-01-15,moVjbBfcqk9F8G2DT2wwaQ,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,k6WR9uJmwYyMdLgRZXYSGg,2009-05-04,QTDI1R0jcb87h4u--OEBLA,3,p4ySEi8PEli0auZGBsy6gA,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,I3y5bZ0mKuHnPGdNJNfZig,2011-07-09,Id2HQfZdkfWoquqqhPp0NQ,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,pGb32r9TP7mdr801igJYOA,2011-05-06,kaYy9dbjT4ujIZxiOaiCcw,4,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,pGb32r9TP7mdr801igJYOA,2011-11-21,sPXl-oYT8jY5wzM1x3Oqjg,5,-hwN2juKYn-KTxa2WBYLnw,1,0,1
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,pGb32r9TP7mdr801igJYOA,2013-01-09,o0kTceTI6xcm6ZljLia7cA,3,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,v95tQ4aDZ88N2A0EuKfUAQ,2010-12-29,UZYN3j4QI1wPTIkOhPNE_Q,5,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,0UL_ZuWauXthShF2mb9iKw,2013-09-05,Tvss_PLUxgFLFLn6MLx4BA,3,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,AwilCbbfLRp4bx5agP9Qmg,2011-10-12,pj-nS-SQj28R00fkfzHNEw,3,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,kCxBx5BK0CkDmgM6K-oJ8g,2011-01-15,8sgKUaMUYE_Z_WZY6JFgSw,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,kCxBx5BK0CkDmgM6K-oJ8g,2011-08-04,LwZy4ej6q1wlR4_JnJUN7g,3,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,NXvSn-78mqOK3mBJpVSLZA,2013-01-09,tjmdAK7O-g_Dhfn2buiuPw,4,RvweNJFVkR3ttkWsIBy7nQ,0,1,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,M3jaYRhvEeoECpXVYS7-PA,2011-02-19,xPrmeVPWMzOCyX6i60GWqg,5,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,M3jaYRhvEeoECpXVYS7-PA,2013-06-03,NbXkU2V-kfiPrXyxeKgugQ,4,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,r0ZYxiM57yUv8wM2Ce5PIA,2011-01-27,3F2zkwbWp5uwdRPP_W4xlw,4,-hwN2juKYn-KTxa2WBYLnw,0,0,0
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,CmCvsKSVNJwtiGggMw9Khw,2010-11-14,krBx6xXwgeQ_A2lieZRJTQ,5,-hwN2juKYn-KTxa2WBYLnw,1,1,0
2009-07-01,17,3,5,?,2,7,12,6,10,1,4.16,317,17,119,?,121,?,6,383,CmCvsKSVNJwtiGggMw9Khw,2013-09-05,MRxcGW7TqkYeC3jH9zHVpQ,5,Au3Qs-AAZEWu2_4gIMwRgw,1,1,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,b1Rosp3eIyRKgSbr6Axg1Q,2012-04-15,mvxIT8qVz6lfaRo89me25Q,1,-hwN2juKYn-KTxa2WBYLnw,3,1,4
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,a8UhvURurzrNwhXJBj8fzw,2012-07-28,VXfAdLSPkWaIWJVSl_9HZA,4,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2008-05-01,12,2,3,?,14,8,12,10,22,1,3.24,288,34,141,?,94,3,1,419,a8UhvURurzrNwhXJBj8fzw,2012-12-09,bTX1j8T0nNBNYWz-CJo25Q,2,RvweNJFVkR3ttkWsIBy7nQ,1,0,4
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,Rugkh68gnv43PHZjp5Bwtw,2010-10-19,tioGoNvUx6cN0P5FOgA5Tw,5,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2010-10-01,5,2,?,?,4,4,3,?,2,1,3.32,380,6,90,?,136,?,3,450,Rugkh68gnv43PHZjp5Bwtw,2010-11-10,rT88QBV6KZyf9KrIFfmArg,5,-hwN2juKYn-KTxa2WBYLnw,0,0,1
2009-03-01,1,1,?,?,?,3,1,?,3,?,4.03,101,64,24,?,14,1,?,67,sywKS0egWKmb9vJr9a_zUA,2010-04-29,Fj3gb92dQi_GYuIgqbEhMA,4,p4ySEi8PEli0auZGBsy6gA,0,0,0
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,OAXWfsklsATjpui2C8HilQ,2010-06-25,lr_q9ej3QMqmvCW5WEXGpQ,1,ZYaumz29bl9qHpu-KVtMGA,0,4,3
2008-06-01,12,?,?,3,5,6,21,10,4,?,3.17,129,21,349,1,510,3,7,634,K2BxGfj37me-kf__ey4GVQ,2009-02-23,OtQXA_nUF7nHGXrt3Tp-KA,3,ZYaumz29bl9qHpu-KVtMGA,0,1,2
